欄位名稱(中),原始欄位名稱,資料表名稱,資料層級,欄位名稱(英),中文值標籤,序號,型態,簡易說明,資料變動說明,本單位新增,資料涵蓋學年度
,設立別,財2-10.私立學校收支餘絀情形表-以「校」統計,,,,2,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校類別,財2-10.私立學校收支餘絀情形表-以「校」統計,,,,3,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校統計處代碼,財2-10.私立學校收支餘絀情形表-以「校」統計,,,,4,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校名稱,財2-10.私立學校收支餘絀情形表-以「校」統計,,,,5,object,,,0.0,105 ;106 ;107 ;108 ;109
,收支餘絀情形-各項收入,財2-10.私立學校收支餘絀情形表-以「校」統計,,,,6,int64,,,0.0,105 ;106 ;107 ;108 ;109
,收支餘絀情形-各項支出,財2-10.私立學校收支餘絀情形表-以「校」統計,,,,7,int64,,,0.0,105 ;106 ;107 ;108 ;109
,收支餘絀情形-本期餘絀,財2-10.私立學校收支餘絀情形表-以「校」統計,,,,8,int64,,,0.0,105 ;106 ;107 ;108 ;109
,收支餘絀情形-累積餘絀(108新增),財2-10.私立學校收支餘絀情形表-以「校」統計,,,,9,object,,,0.0,105 ;106 ;107 ;108 ;109
,學年度,財2-11.私立學校財務比率及燈號-以「校」統計,,,,1,int64,,,0.0,105 ;106 ;107 ;108 ;109
,設立別,財2-11.私立學校財務比率及燈號-以「校」統計,,,,2,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校類別,財2-11.私立學校財務比率及燈號-以「校」統計,,,,3,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校統計處代碼,財2-11.私立學校財務比率及燈號-以「校」統計,,,,4,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校名稱,財2-11.私立學校財務比率及燈號-以「校」統計,,,,5,object,,,0.0,105 ;106 ;107 ;108 ;109
,營運能力-學雜費收入變動率燈號,財2-11.私立學校財務比率及燈號-以「校」統計,,,,6,object,,,0.0,105 ;106 ;107 ;108 ;109
,營運能力-學雜費收入變動率(%)數值,財2-11.私立學校財務比率及燈號-以「校」統計,,,,7,float64,,,0.0,105 ;106 ;107 ;108 ;109
,營運能力-現金餘絀變動率燈號,財2-11.私立學校財務比率及燈號-以「校」統計,,,,8,object,,,0.0,105 ;106 ;107 ;108 ;109
,營運能力-現金餘絀變動率(%)數值,財2-11.私立學校財務比率及燈號-以「校」統計,,,,9,float64,,,0.0,105 ;106 ;107 ;108 ;109
,營運能力-本期餘絀比率燈號,財2-11.私立學校財務比率及燈號-以「校」統計,,,,10,object,,,0.0,105 ;106 ;107 ;108 ;109
,營運能力-本期餘絀比率(%)數值,財2-11.私立學校財務比率及燈號-以「校」統計,,,,11,float64,,,0.0,105 ;106 ;107 ;108 ;109
,償債能力-現金流量比率燈號,財2-11.私立學校財務比率及燈號-以「校」統計,,,,12,object,,,0.0,105 ;106 ;107 ;108 ;109
,償債能力-現金流量比率(%)數值,財2-11.私立學校財務比率及燈號-以「校」統計,,,,13,float64,,,0.0,105 ;106 ;107 ;108 ;109
,償債能力-速動比率燈號,財2-11.私立學校財務比率及燈號-以「校」統計,,,,14,object,,,0.0,105 ;106 ;107 ;108 ;109
,償債能力-速動比率(%)數值,財2-11.私立學校財務比率及燈號-以「校」統計,,,,15,float64,,,0.0,105 ;106 ;107 ;108 ;109
,償債能力-可用資金比率燈號,財2-11.私立學校財務比率及燈號-以「校」統計,,,,16,object,,,0.0,105 ;106 ;107 ;108 ;109
,償債能力-可用資金比率(%)數值,財2-11.私立學校財務比率及燈號-以「校」統計,,,,17,float64,,,0.0,105 ;106 ;107 ;108 ;109
,財務結構-負債權益比率燈號,財2-11.私立學校財務比率及燈號-以「校」統計,,,,18,object,,,0.0,105 ;106 ;107 ;108 ;109
,財務結構-負債權益比率(%)數值,財2-11.私立學校財務比率及燈號-以「校」統計,,,,19,float64,,,0.0,105 ;106 ;107 ;108 ;109
,其他-舉債指數,財2-11.私立學校財務比率及燈號-以「校」統計,,,,20,float64,,,0.0,105 ;106 ;107 ;108 ;109
,學年度,財2-2.私立學校學雜費收入占總收入比率-以「校」統計,,,,1,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,設立別,財2-2.私立學校學雜費收入占總收入比率-以「校」統計,,,,2,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校類別,財2-2.私立學校學雜費收入占總收入比率-以「校」統計,,,,3,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校統計處代碼,財2-2.私立學校學雜費收入占總收入比率-以「校」統計,,,,4,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校名稱,財2-2.私立學校學雜費收入占總收入比率-以「校」統計,,,,5,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學雜費收入,財2-2.私立學校學雜費收入占總收入比率-以「校」統計,,,,6,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,業務總收入(總收入),財2-2.私立學校學雜費收入占總收入比率-以「校」統計,,,,7,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學雜費收入占總收入之比率(%),財2-2.私立學校學雜費收入占總收入比率-以「校」統計,,,,8,float64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學年度,財2-3.私立學校負債占總資產比率-以「校」統計,,,,1,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,設立別,財2-3.私立學校負債占總資產比率-以「校」統計,,,,2,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校類別,財2-3.私立學校負債占總資產比率-以「校」統計,,,,3,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校統計處代碼,財2-3.私立學校負債占總資產比率-以「校」統計,,,,4,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,學校名稱,財2-3.私立學校負債占總資產比率-以「校」統計,,,,5,object,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,負債金額,財2-3.私立學校負債占總資產比率-以「校」統計,,,,6,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,總資產金額,財2-3.私立學校負債占總資產比率-以「校」統計,,,,7,int64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,負債占總資產比率(%),財2-3.私立學校負債占總資產比率-以「校」統計,,,,8,float64,,,0.0,105 ;106 ;107 ;108 ;109 ;110
,設立別,財2-4.私立學校財務報表公告網址,,,,1,object,,,,
,學校類別,財2-4.私立學校財務報表公告網址,,,,2,object,,,,
,學校統計處代碼,財2-4.私立學校財務報表公告網址,,,,3,object,,,,
,學校名稱,財2-4.私立學校財務報表公告網址,,,,4,object,,,,
,財務報表公告網址,財2-4.私立學校財務報表公告網址,,,,5,object,,,,
,學年度,財2-5.私立學校財務相關比率-以「校」統計,,,,1,int64,,,0.0,105
,設立別,財2-5.私立學校財務相關比率-以「校」統計,,,,2,object,,,0.0,105
,學校類別,財2-5.私立學校財務相關比率-以「校」統計,,,,3,object,,,0.0,105
,學校統計處代碼,財2-5.私立學校財務相關比率-以「校」統計,,,,4,object,,,0.0,105
,學校名稱,財2-5.私立學校財務相關比率-以「校」統計,,,,5,object,,,0.0,105
,營運能力-累積餘絀比率燈號,財2-5.私立學校財務相關比率-以「校」統計,,,,6,object,,,0.0,105
,營運能力-累積餘絀比率(%)數值,財2-5.私立學校財務相關比率-以「校」統計,,,,7,float64,,,0.0,105
,營運能力-資產效益比率燈號,財2-5.私立學校財務相關比率-以「校」統計,,,,8,object,,,0.0,105
,營運能力-資產效益比率(%)數值,財2-5.私立學校財務相關比率-以「校」統計,,,,9,float64,,,0.0,105
,營運能力-學雜費收入變動率燈號,財2-5.私立學校財務相關比率-以「校」統計,,,,10,object,,,0.0,105
,營運能力-學雜費收入變動率(%)數值,財2-5.私立學校財務相關比率-以「校」統計,,,,11,float64,,,0.0,105
,償債能力-現金流量比率燈號,財2-5.私立學校財務相關比率-以「校」統計,,,,12,object,,,0.0,105
,償債能力-現金流量比率(%)數值,財2-5.私立學校財務相關比率-以「校」統計,,,,13,float64,,,0.0,105
,償債能力-速動比率燈號,財2-5.私立學校財務相關比率-以「校」統計,,,,14,object,,,0.0,105
,償債能力-速動比率(%)數值,財2-5.私立學校財務相關比率-以「校」統計,,,,15,float64,,,0.0,105
,財務結構-負債變動率燈號,財2-5.私立學校財務相關比率-以「校」統計,,,,16,object,,,0.0,105
,財務結構-負債變動率(%)數值,財2-5.私立學校財務相關比率-以「校」統計,,,,17,float64,,,0.0,105
,其他-舉債指數,財2-5.私立學校財務相關比率-以「校」統計,,,,18,float64,,,0.0,105
,學年度,財2-6.私立學校各項收入情形-以「校」統計,,,,1,int64,,,0.0,105 ;106 ;107 ;108 ;109
,設立別,財2-6.私立學校各項收入情形-以「校」統計,,,,2,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校類別,財2-6.私立學校各項收入情形-以「校」統計,,,,3,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校統計處代碼,財2-6.私立學校各項收入情形-以「校」統計,,,,4,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校名稱,財2-6.私立學校各項收入情形-以「校」統計,,,,5,object,,,0.0,105 ;106 ;107 ;108 ;109
,學雜費收入金額,財2-6.私立學校各項收入情形-以「校」統計,,,,6,int64,,,0.0,105 ;106 ;107 ;108 ;109
,學雜費收入(%),財2-6.私立學校各項收入情形-以「校」統計,,,,7,float64,,,0.0,105 ;106 ;107 ;108 ;109
,推廣及產學收入金額,財2-6.私立學校各項收入情形-以「校」統計,,,,8,int64,,,0.0,105 ;106 ;107 ;108 ;109
,推廣及產學收入(%),財2-6.私立學校各項收入情形-以「校」統計,,,,9,float64,,,0.0,105 ;106 ;107 ;108 ;109
,補助收入金額,財2-6.私立學校各項收入情形-以「校」統計,,,,10,int64,,,0.0,105 ;106 ;107 ;108 ;109
,補助收入(%),財2-6.私立學校各項收入情形-以「校」統計,,,,11,float64,,,0.0,105 ;106 ;107 ;108 ;109
,受贈收入金額,財2-6.私立學校各項收入情形-以「校」統計,,,,12,int64,,,0.0,105 ;106 ;107 ;108 ;109
,受贈收入(%),財2-6.私立學校各項收入情形-以「校」統計,,,,13,float64,,,0.0,105 ;106 ;107 ;108 ;109
,利息收入金額,財2-6.私立學校各項收入情形-以「校」統計,,,,14,int64,,,0.0,105 ;106 ;107 ;108 ;109
,利息收入(%),財2-6.私立學校各項收入情形-以「校」統計,,,,15,float64,,,0.0,105 ;106 ;107 ;108 ;109
,投資、基金及附屬機構收益金額,財2-6.私立學校各項收入情形-以「校」統計,,,,16,int64,,,0.0,105 ;106 ;107 ;108 ;109
,投資、基金及附屬機構收益(%),財2-6.私立學校各項收入情形-以「校」統計,,,,17,float64,,,0.0,105 ;106 ;107 ;108 ;109
,其他收入金額,財2-6.私立學校各項收入情形-以「校」統計,,,,18,int64,,,0.0,105 ;106 ;107 ;108 ;109
,其他收入(%),財2-6.私立學校各項收入情形-以「校」統計,,,,19,float64,,,0.0,105 ;106 ;107 ;108 ;109
,合計金額,財2-6.私立學校各項收入情形-以「校」統計,,,,20,int64,,,0.0,105 ;106 ;107 ;108 ;109
,合計(%),財2-6.私立學校各項收入情形-以「校」統計,,,,21,float64,,,0.0,105 ;106 ;107 ;108 ;109
,學年度,財2-7.私立學校各項經常支出情形-以「校」統計,,,,1,int64,,,0.0,105 ;106 ;107 ;108 ;109
,設立別,財2-7.私立學校各項經常支出情形-以「校」統計,,,,2,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校類別,財2-7.私立學校各項經常支出情形-以「校」統計,,,,3,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校統計處代碼,財2-7.私立學校各項經常支出情形-以「校」統計,,,,4,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校名稱,財2-7.私立學校各項經常支出情形-以「校」統計,,,,5,object,,,0.0,105 ;106 ;107 ;108 ;109
,人事費支出(含退休撫卹+超額年金)金額,財2-7.私立學校各項經常支出情形-以「校」統計,,,,6,int64,,,0.0,105 ;106 ;107 ;108 ;109
,人事費支出(含退休撫卹+超額年金)(%),財2-7.私立學校各項經常支出情形-以「校」統計,,,,7,float64,,,0.0,105 ;106 ;107 ;108 ;109
,業務費(不含折舊及攤銷)金額,財2-7.私立學校各項經常支出情形-以「校」統計,,,,8,int64,,,0.0,105 ;106 ;107 ;108 ;109
,業務費(不含折舊及攤銷)(%),財2-7.私立學校各項經常支出情形-以「校」統計,,,,9,float64,,,0.0,105 ;106 ;107 ;108 ;109
,折舊及攤銷金額,財2-7.私立學校各項經常支出情形-以「校」統計,,,,10,int64,,,0.0,105 ;106 ;107 ;108 ;109
,折舊及攤銷(%),財2-7.私立學校各項經常支出情形-以「校」統計,,,,11,float64,,,0.0,105 ;106 ;107 ;108 ;109
,獎學金支出金額,財2-7.私立學校各項經常支出情形-以「校」統計,,,,12,int64,,,0.0,105 ;106 ;107 ;108 ;109
,獎學金支出(%),財2-7.私立學校各項經常支出情形-以「校」統計,,,,13,float64,,,0.0,105 ;106 ;107 ;108 ;109
,補助弱勢清寒學生之助學性支出金額,財2-7.私立學校各項經常支出情形-以「校」統計,,,,14,int64,,,0.0,105 ;106 ;107 ;108 ;109
,補助弱勢清寒學生之助學性支出(%),財2-7.私立學校各項經常支出情形-以「校」統計,,,,15,float64,,,0.0,105 ;106 ;107 ;108 ;109
,建築物及設備之維護費用金額,財2-7.私立學校各項經常支出情形-以「校」統計,,,,16,int64,,,0.0,105 ;106 ;107 ;108 ;109
,建築物及設備之維護費用(%),財2-7.私立學校各項經常支出情形-以「校」統計,,,,17,float64,,,0.0,105 ;106 ;107 ;108 ;109
,利息費用金額,財2-7.私立學校各項經常支出情形-以「校」統計,,,,18,int64,,,0.0,105 ;106 ;107 ;108 ;109
,利息費用(%),財2-7.私立學校各項經常支出情形-以「校」統計,,,,19,float64,,,0.0,105 ;106 ;107 ;108 ;109
,各項投資、基金及附屬機構損失金額,財2-7.私立學校各項經常支出情形-以「校」統計,,,,20,int64,,,0.0,105 ;106 ;107 ;108 ;109
,各項投資、基金及附屬機構損失(%),財2-7.私立學校各項經常支出情形-以「校」統計,,,,21,float64,,,0.0,105 ;106 ;107 ;108 ;109
,其他校務支出金額,財2-7.私立學校各項經常支出情形-以「校」統計,,,,22,int64,,,0.0,105 ;106 ;107 ;108 ;109
,其他校務支出(%),財2-7.私立學校各項經常支出情形-以「校」統計,,,,23,float64,,,0.0,105 ;106 ;107 ;108 ;109
,合計金額,財2-7.私立學校各項經常支出情形-以「校」統計,,,,24,int64,,,0.0,105 ;106 ;107 ;108 ;109
,合計(%),財2-7.私立學校各項經常支出情形-以「校」統計,,,,25,float64,,,0.0,105 ;106 ;107 ;108 ;109
,學年度,財2-8.私立學校各項資本支出情形-以「校」統計,,,,1,int64,,,0.0,105 ;106 ;107 ;108 ;109
,設立別,財2-8.私立學校各項資本支出情形-以「校」統計,,,,2,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校類別,財2-8.私立學校各項資本支出情形-以「校」統計,,,,3,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校統計處代碼,財2-8.私立學校各項資本支出情形-以「校」統計,,,,4,object,,,0.0,105 ;106 ;107 ;108 ;109
,學校名稱,財2-8.私立學校各項資本支出情形-以「校」統計,,,,5,object,,,0.0,105 ;106 ;107 ;108 ;109
,各項資本支出情形-機械儀器及設備,財2-8.私立學校各項資本支出情形-以「校」統計,,,,6,int64,,,0.0,105 ;106 ;107 ;108 ;109
,各項資本支出情形-圖書及博物,財2-8.私立學校各項資本支出情形-以「校」統計,,,,7,int64,,,0.0,105 ;106 ;107 ;108 ;109
,各項資本支出情形-無形資產,財2-8.私立學校各項資本支出情形-以「校」統計,,,,8,int64,,,0.0,105 ;106 ;107 ;108 ;109
,各項資本支出情形-土地及土地改良物,財2-8.私立學校各項資本支出情形-以「校」統計,,,,9,int64,,,0.0,105 ;106 ;107 ;108 ;109
,各項資本支出情形-房屋及建築,財2-8.私立學校各項資本支出情形-以「校」統計,,,,10,int64,,,0.0,105 ;106 ;107 ;108 ;109
,各項資本支出情形-其他動產及不動產,財2-8.私立學校各項資本支出情形-以「校」統計,,,,11,int64,,,0.0,105 ;106 ;107 ;108 ;109
,各項資本支出情形-合計,財2-8.私立學校各項資本支出情形-以「校」統計,,,,12,int64,,,0.0,105 ;106 ;107 ;108 ;109
,查核年度,財2-9.查核私立各校財務狀況結果及追蹤辦理情形-以「校」統計,,,,1,int64,,,0.0,108 ;109 ;110
,設立別,財2-9.查核私立各校財務狀況結果及追蹤辦理情形-以「校」統計,,,,2,object,,,0.0,108 ;109 ;110
,學校類別,財2-9.查核私立各校財務狀況結果及追蹤辦理情形-以「校」統計,,,,3,object,,,0.0,108 ;109 ;110
,學校統計處代碼,財2-9.查核私立各校財務狀況結果及追蹤辦理情形-以「校」統計,,,,4,object,,,0.0,108 ;109 ;110
,學校名稱,財2-9.查核私立各校財務狀況結果及追蹤辦理情形-以「校」統計,,,,5,object,,,0.0,108 ;109 ;110
,受查範圍(學年度),財2-9.查核私立各校財務狀況結果及追蹤辦理情形-以「校」統計,,,,6,float64,,,0.0,108 ;109 ;110
,未發現重大異常情形,財2-9.查核私立各校財務狀況結果及追蹤辦理情形-以「校」統計,,,,7,object,,,0.0,108 ;109 ;110
,須持續追蹤改善(交易循環；建議改進事項、更正事項、收回事項、其他事項；件),財2-9.查核私立各校財務狀況結果及追蹤辦理情形-以「校」統計,,,,8,object,,,0.0,108 ;109 ;110
